MDDv1.1_SciName,MDDv1.2_SciName,Comments,Category,References
Neoromicia_melckorum,Laephotis_capensis,lumped into L. capensis,lump,"Bates, P. J., Ratrimomanarivo, F. H., Harrison, D. L., & Goodman, S. M. (2006). A description of a new species of Pipistrellus (Chiroptera: Vespertilionidae) from Madagascar with a review of related Vespertilioninae from the island. Acta Chiropterologica, 8(2), 299-324.|Goodman, S. M., Taylor, P. J., Ratrimomanarivo, F., & Hoofer, S. (2012). The genus Neoromicia (Family Vespertilionidae) in Madagascar, with the description of a new species. Zootaxa, 3250(1), 1-25.|Goodman, S. M., Kearney, T., Ratsimbazafy, M. M., & Hassanin, A. (2017). Description of a new species of Neoromicia (Chiroptera: Vespertilionidae) from southern Africa: A name for N. cf. melckorum. Zootaxa, 4236(2), 351-374.|Monadjem, A., T. C. Demos, D. L. Dalton, P. W. Webala, S. Musila, J. C. K. Peterhans and B. D. Patterson (2021). A revision of pipistrelle-like bats (Mammalia: Chiroptera: Vespertilionidae) in East Africa with the description of new genera and species. Zoological Journal of the Linnean Society 191(4): 1114–1146."
Lagothrix_cana,Lagothrix_lagothricha,lumped into L. lagothricha,lump,"Ruiz-García, M., Pinedo-Castro, M., & Shostell, J. M. (2014). How many genera and species of woolly monkeys (Atelidae, Platyrrhine, Primates) are there? The first molecular analysis of Lagothrix flavicauda, an endemic Peruvian primate species. Molecular phylogenetics and evolution, 79, 179-198."
Lagothrix_poeppigii,Lagothrix_lagothricha,lumped into L. lagothricha,lump,"Ruiz-García, M., Pinedo-Castro, M., & Shostell, J. M. (2014). How many genera and species of woolly monkeys (Atelidae, Platyrrhine, Primates) are there? The first molecular analysis of Lagothrix flavicauda, an endemic Peruvian primate species. Molecular phylogenetics and evolution, 79, 179-198."
Litocranius_sclateri,Litocranius_walleri,lumped into L. walleri,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Lophocebus_johnstoni,Lophocebus_albigena,lumped into L. albigena,lump,"Groves, C. P. (2007). The endemic Uganda mangabey, Lophocebus ugandae, and other members of the albigena-group (Lophocebus). Primate Conservation, 22(1), 123-128.|Maisels, F., Hart, J. & Laudisoit, A. 2020. Lophocebus aterrimus (amended version of 2019 assessment). The IUCN Red List of Threatened Species 2020: e.T12310A166607638. https://dx.doi.org/10.2305/IUCN.UK.2020-1.RLTS.T12310A166607638.en. Downloaded on 15 August 2020."
Lophocebus_osmani,Lophocebus_albigena,lumped into L. albigena,lump,"Groves, C. P. (2007). The endemic Uganda mangabey, Lophocebus ugandae, and other members of the albigena-group (Lophocebus). Primate Conservation, 22(1), 123-128.|Maisels, F., Hart, J. & Laudisoit, A. 2020. Lophocebus aterrimus (amended version of 2019 assessment). The IUCN Red List of Threatened Species 2020: e.T12310A166607638. https://dx.doi.org/10.2305/IUCN.UK.2020-1.RLTS.T12310A166607638.en. Downloaded on 15 August 2020."
Lophocebus_ugandae,Lophocebus_albigena,lumped into L. albigena,lump,"Groves, C. P. (2007). The endemic Uganda mangabey, Lophocebus ugandae, and other members of the albigena-group (Lophocebus). Primate Conservation, 22(1), 123-128.|Maisels, F., Hart, J. & Laudisoit, A. 2020. Lophocebus aterrimus (amended version of 2019 assessment). The IUCN Red List of Threatened Species 2020: e.T12310A166607638. https://dx.doi.org/10.2305/IUCN.UK.2020-1.RLTS.T12310A166607638.en. Downloaded on 15 August 2020."
Lophocebus_opdenboschi,Lophocebus_aterrimus,lumped into L. aterrimus,lump,"Groves, C. P. (2007). The endemic Uganda mangabey, Lophocebus ugandae, and other members of the albigena-group (Lophocebus). Primate Conservation, 22(1), 123-128.|Maisels, F., Hart, J. & Laudisoit, A. 2020. Lophocebus aterrimus (amended version of 2019 assessment). The IUCN Red List of Threatened Species 2020: e.T12310A166607638. https://dx.doi.org/10.2305/IUCN.UK.2020-1.RLTS.T12310A166607638.en. Downloaded on 15 August 2020."
Madoqua_hararensis,Madoqua_saltiana,lumped into M. saltiana,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Madoqua_lawrancei,Madoqua_saltiana,lumped into M. saltiana,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Madoqua_phillipsi,Madoqua_saltiana,lumped into M. saltiana,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Madoqua_swaynei,Madoqua_saltiana,lumped into M. saltiana,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Marmosops_neblina,Marmosops_caucae,lumped into M. caucae,lump,"Díaz Nieto, J.F., Gómez Laverde, M. and Sánchez Giraldo, C. 2011. Rediscovery and redescription of Marmosops handleyi (Pine, 1981) (Didelphimorphia: Didelphidae), the least known Andean slender mouse opossum. Mastozoología Neotropical 18: 45-61.|Díaz-Nieto, J. F., & Voss, R. S. (2016). A revision of the didelphid marsupial genus Marmosops, Part 1. Species of the subgenus Sciophanes. Bulletin of the american museum of natural history, 2016(402), 1-70."
Mazama_gualea,Mazama_americana,lumped into M. americana,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Mantellatto, A. M. B., González, S., & Duarte, J. M. B. (2021). Cytochrome b sequence of the Mazama americana jucunda Thomas, 1913 holotype reveals Mazama bororo Duarte, 1996 as its junior synonym. Genetics and Molecular Biology, 45(1), e20210093.|Peres, P. H., Luduvério, D. J., Bernegossi, A. M., Galindo, D. J., Nascimento, G. B., Oliveira, M. L., ... & Duarte, J. M. B. (2021). Revalidation of Mazama rufa (Illiger 1815)(Artiodactyla: Cervidae) as a distinct species out of the complex Mazama americana (Erxleben 1777). Frontiers in genetics, 12, 742870."
Mazama_jucunda,Mazama_americana,lumped into M. americana,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Mantellatto, A. M. B., González, S., & Duarte, J. M. B. (2021). Cytochrome b sequence of the Mazama americana jucunda Thomas, 1913 holotype reveals Mazama bororo Duarte, 1996 as its junior synonym. Genetics and Molecular Biology, 45(1), e20210093.|Peres, P. H., Luduvério, D. J., Bernegossi, A. M., Galindo, D. J., Nascimento, G. B., Oliveira, M. L., ... & Duarte, J. M. B. (2021). Revalidation of Mazama rufa (Illiger 1815)(Artiodactyla: Cervidae) as a distinct species out of the complex Mazama americana (Erxleben 1777). Frontiers in genetics, 12, 742870."
Mazama_trinitatis,Mazama_americana,lumped into M. americana,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Mantellatto, A. M. B., González, S., & Duarte, J. M. B. (2021). Cytochrome b sequence of the Mazama americana jucunda Thomas, 1913 holotype reveals Mazama bororo Duarte, 1996 as its junior synonym. Genetics and Molecular Biology, 45(1), e20210093.|Peres, P. H., Luduvério, D. J., Bernegossi, A. M., Galindo, D. J., Nascimento, G. B., Oliveira, M. L., ... & Duarte, J. M. B. (2021). Revalidation of Mazama rufa (Illiger 1815)(Artiodactyla: Cervidae) as a distinct species out of the complex Mazama americana (Erxleben 1777). Frontiers in genetics, 12, 742870."
Mazama_whitelyi,Mazama_americana,lumped into M. americana,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Mantellatto, A. M. B., González, S., & Duarte, J. M. B. (2021). Cytochrome b sequence of the Mazama americana jucunda Thomas, 1913 holotype reveals Mazama bororo Duarte, 1996 as its junior synonym. Genetics and Molecular Biology, 45(1), e20210093.|Peres, P. H., Luduvério, D. J., Bernegossi, A. M., Galindo, D. J., Nascimento, G. B., Oliveira, M. L., ... & Duarte, J. M. B. (2021). Revalidation of Mazama rufa (Illiger 1815)(Artiodactyla: Cervidae) as a distinct species out of the complex Mazama americana (Erxleben 1777). Frontiers in genetics, 12, 742870."
Mazama_zamora,Mazama_americana,lumped into M. americana,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Mantellatto, A. M. B., González, S., & Duarte, J. M. B. (2021). Cytochrome b sequence of the Mazama americana jucunda Thomas, 1913 holotype reveals Mazama bororo Duarte, 1996 as its junior synonym. Genetics and Molecular Biology, 45(1), e20210093.|Peres, P. H., Luduvério, D. J., Bernegossi, A. M., Galindo, D. J., Nascimento, G. B., Oliveira, M. L., ... & Duarte, J. M. B. (2021). Revalidation of Mazama rufa (Illiger 1815)(Artiodactyla: Cervidae) as a distinct species out of the complex Mazama americana (Erxleben 1777). Frontiers in genetics, 12, 742870."
Mazama_zetta,Mazama_americana,lumped into M. americana,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Mantellatto, A. M. B., González, S., & Duarte, J. M. B. (2021). Cytochrome b sequence of the Mazama americana jucunda Thomas, 1913 holotype reveals Mazama bororo Duarte, 1996 as its junior synonym. Genetics and Molecular Biology, 45(1), e20210093.|Peres, P. H., Luduvério, D. J., Bernegossi, A. M., Galindo, D. J., Nascimento, G. B., Oliveira, M. L., ... & Duarte, J. M. B. (2021). Revalidation of Mazama rufa (Illiger 1815)(Artiodactyla: Cervidae) as a distinct species out of the complex Mazama americana (Erxleben 1777). Frontiers in genetics, 12, 742870."
Mazama_superciliaris,Mazama_gouazoubira,lumped into M. gouazoubira,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Mazama_cita,Mazama_nemorivagus,lumped into M. nemorivagus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Mantellatto, A. M. B., González, S., & Duarte, J. M. B. (2021). Cytochrome b sequence of the Mazama americana jucunda Thomas, 1913 holotype reveals Mazama bororo Duarte, 1996 as its junior synonym. Genetics and Molecular Biology, 45(1), e20210093.|Peres, P. H., Luduvério, D. J., Bernegossi, A. M., Galindo, D. J., Nascimento, G. B., Oliveira, M. L., ... & Duarte, J. M. B. (2021). Revalidation of Mazama rufa (Illiger 1815)(Artiodactyla: Cervidae) as a distinct species out of the complex Mazama americana (Erxleben 1777). Frontiers in genetics, 12, 742870."
Mazama_murelia,Mazama_nemorivagus,lumped into M. nemorivagus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Mantellatto, A. M. B., González, S., & Duarte, J. M. B. (2021). Cytochrome b sequence of the Mazama americana jucunda Thomas, 1913 holotype reveals Mazama bororo Duarte, 1996 as its junior synonym. Genetics and Molecular Biology, 45(1), e20210093.|Peres, P. H., Luduvério, D. J., Bernegossi, A. M., Galindo, D. J., Nascimento, G. B., Oliveira, M. L., ... & Duarte, J. M. B. (2021). Revalidation of Mazama rufa (Illiger 1815)(Artiodactyla: Cervidae) as a distinct species out of the complex Mazama americana (Erxleben 1777). Frontiers in genetics, 12, 742870."
Mazama_permira,Mazama_nemorivagus,lumped into M. nemorivagus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Mantellatto, A. M. B., González, S., & Duarte, J. M. B. (2021). Cytochrome b sequence of the Mazama americana jucunda Thomas, 1913 holotype reveals Mazama bororo Duarte, 1996 as its junior synonym. Genetics and Molecular Biology, 45(1), e20210093.|Peres, P. H., Luduvério, D. J., Bernegossi, A. M., Galindo, D. J., Nascimento, G. B., Oliveira, M. L., ... & Duarte, J. M. B. (2021). Revalidation of Mazama rufa (Illiger 1815)(Artiodactyla: Cervidae) as a distinct species out of the complex Mazama americana (Erxleben 1777). Frontiers in genetics, 12, 742870."
Mazama_rondoni,Mazama_nemorivagus,lumped into M. nemorivagus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Mantellatto, A. M. B., González, S., & Duarte, J. M. B. (2021). Cytochrome b sequence of the Mazama americana jucunda Thomas, 1913 holotype reveals Mazama bororo Duarte, 1996 as its junior synonym. Genetics and Molecular Biology, 45(1), e20210093.|Peres, P. H., Luduvério, D. J., Bernegossi, A. M., Galindo, D. J., Nascimento, G. B., Oliveira, M. L., ... & Duarte, J. M. B. (2021). Revalidation of Mazama rufa (Illiger 1815)(Artiodactyla: Cervidae) as a distinct species out of the complex Mazama americana (Erxleben 1777). Frontiers in genetics, 12, 742870."
Mazama_sanctaemartae,Mazama_nemorivagus,lumped into M. nemorivagus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Mantellatto, A. M. B., González, S., & Duarte, J. M. B. (2021). Cytochrome b sequence of the Mazama americana jucunda Thomas, 1913 holotype reveals Mazama bororo Duarte, 1996 as its junior synonym. Genetics and Molecular Biology, 45(1), e20210093.|Peres, P. H., Luduvério, D. J., Bernegossi, A. M., Galindo, D. J., Nascimento, G. B., Oliveira, M. L., ... & Duarte, J. M. B. (2021). Revalidation of Mazama rufa (Illiger 1815)(Artiodactyla: Cervidae) as a distinct species out of the complex Mazama americana (Erxleben 1777). Frontiers in genetics, 12, 742870."
Mazama_tschudii,Mazama_nemorivagus,lumped into M. nemorivagus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Mantellatto, A. M. B., González, S., & Duarte, J. M. B. (2021). Cytochrome b sequence of the Mazama americana jucunda Thomas, 1913 holotype reveals Mazama bororo Duarte, 1996 as its junior synonym. Genetics and Molecular Biology, 45(1), e20210093.|Peres, P. H., Luduvério, D. J., Bernegossi, A. M., Galindo, D. J., Nascimento, G. B., Oliveira, M. L., ... & Duarte, J. M. B. (2021). Revalidation of Mazama rufa (Illiger 1815)(Artiodactyla: Cervidae) as a distinct species out of the complex Mazama americana (Erxleben 1777). Frontiers in genetics, 12, 742870."
Microtus_breweri,Microtus_pennsylvanicus,lumped into M. pennsylvanicus,lump,"Jackson, D. J., & Cook, J. A. (2020). A precarious future for distinctive peripheral populations of meadow voles (Microtus pennsylvanicus). Journal of Mammalogy, 101(1), 36-51."
Hypsugo_anthonyi,Mirostrellus_joffrei,lumped into M. joffrei,lump,"Saikia, U., Csorba, G., & Ruedi, M. (2020). First records of Hypsugo joffrei (Thomas, 1915) and the revision of Philetor brachypterus (Temminck, 1840) specimens (Chiroptera: Vespertilionidae) from the Indian Subcontinent. Revue suisse de Zoologie, 124(1), 83-89.|Görföl, T., Kruskop, S. V., Tu, V. T., Estók, P., Son, N. T., & Csorba, G. (2020). A new genus of vespertilionid bat: the end of a long journey for Joffre's Pipistrelle (Chiroptera: Vespertilionidae). Journal of Mammalogy, 101(2), 331-348."
Molossus_tropidorhynchus,Molossus_molossus,lumped into M. molossus,lump,"Loureiro, L. O., Engstrom, M., Lim, B., González, C. L., & Juste, J. (2019). Not all Molossus are created equal: genetic variation in the mastiff bat reveals diversity masked by conservative morphology. Acta Chiropterologica, 21(1), 51-64."
Muntiacus_montanus,Muntiacus_muntjak,lumped into M. muntjak,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Martins, R. F., Fickel, J., Le, M., Van Nguyen, T., Nguyen, H. M., Timmins, R., ... & Wilting, A. (2017). Phylogeography of red muntjacs reveals three distinct mitochondrial lineages. BMC evolutionary biology, 17(1), 1-12.|Singh, B., Kumar, A., Uniyal, V. P., & Gupta, S. K. (2021). Phylogeography and population genetic structure of red muntjacs: evidence of enigmatic Himalayan red muntjac from India. BMC Ecology and Evolution, 21, 1-15."
Muntiacus_aureus,Muntiacus_vaginalis,lumped into M. vaginalis,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Martins, R. F., Fickel, J., Le, M., Van Nguyen, T., Nguyen, H. M., Timmins, R., ... & Wilting, A. (2017). Phylogeography of red muntjacs reveals three distinct mitochondrial lineages. BMC evolutionary biology, 17(1), 1-12.|Singh, B., Kumar, A., Uniyal, V. P., & Gupta, S. K. (2021). Phylogeography and population genetic structure of red muntjacs: evidence of enigmatic Himalayan red muntjac from India. BMC Ecology and Evolution, 21, 1-15."
Muntiacus_nigripes,Muntiacus_vaginalis,lumped into M. vaginalis,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Martins, R. F., Fickel, J., Le, M., Van Nguyen, T., Nguyen, H. M., Timmins, R., ... & Wilting, A. (2017). Phylogeography of red muntjacs reveals three distinct mitochondrial lineages. BMC evolutionary biology, 17(1), 1-12.|Singh, B., Kumar, A., Uniyal, V. P., & Gupta, S. K. (2021). Phylogeography and population genetic structure of red muntjacs: evidence of enigmatic Himalayan red muntjac from India. BMC Ecology and Evolution, 21, 1-15."
Mustela_subpalmata,Mustela_nivalis,lumped into M. nivalis,lump,"Abramov, A. V. (2006). Taxonomic remarks on two poorly known South-east Asian weasels (Mustelidae, Mustela). Small Carnivore Conservation, 34(35), 22-24.|Groves, C. (2007). On some weasels Mustela from eastern Asia. Small Carnivore Conservation 37: 21–25.|Lin, L. K., Motokawa, M., & Harada, M. (2010). A new subspecies of the least weasel Mustela nivalis (Mammalia, Carnivora) from Taiwan. Mammal study, 35(3), 191-200.|Rodrigues, M., Bos, A. R., Hoath, R., Schembri, P. J., Lymberakis, P., Cento, M., ... & Fernandes, C. (2016). Taxonomic status and origin of the Egyptian weasel (Mustela subpalmata) inferred from mitochondrial DNA. Genetica, 144(2), 191-202.|Liu, Y., Pu, Y., Chen, S., Wang, X., Murphy, R. W., Wang, X., ... & Liu, S. (2023). Revalidation and expanded description of Mustela aistoodonnivalis (Mustelidae: Carnivora) based on a multigene phylogeny and morphology. Ecology and Evolution, 13(4), e9944."
Myotis_aelleni,Myotis_chiloensis,lumped into M. chiloensis,lump,"Novaes, R. L. M., Wilson, D. E., Ruedi, M., & Moratelli, R. (2018). The taxonomic status of Myotis aelleni Baud, 1979 (Chiroptera, Vespertilionidae). Zootaxa, 4446(2), 257-264.|Agnolin, F. L., Derguy, M. R., Godoy, I. N., & Chimento, N. R. (2019). Mamíferos argentinos: descripción de nuevas especies delas colecciones de Elio Massoia y Julio R. Contreras (Rodentia,Chiroptera, Carnivora). Historia Natural, 9, 107-181.|Teta, P., D'Elía, G., Jayat, J. P., Gonçalves, P. R., Simões, G., do Prado, R., ... & Schiaffini, M. I. (2020). On the distinction and availability of the new taxa proposed by Agnolin et al. 2019. Mastozoología Neotropical, en prensa, Mendoza, 1-17.|Novaes, R. L. M., Rodríguez-San Pedro, A., Saldarriaga-Córdoba, M. M., Aguilera-Acuña, O., Wilson, D., & Moratelli, R. (2022). Systematic review of Myotis (Chiroptera, Vespertilionidae) from Chile based on molecular, morphological, and bioacoustic data. Zootaxa, 5188(5), 430-452."
Myotis_flavus,Myotis_formosus,lumped into M. formosus,lump,"Jiang, T., Sun, K., Chou, C., Zhang, Z., & Feng, J. (2010). First record of Myotis flavus (Chiroptera: Vespertilionidae) from mainland China and a reassessment of its taxonomic status. Zootaxa, 2414(1), 41-51.|Csorba, G., Chou, C. H., Ruedi, M., Görföl, T., Motokawa, M., Wiantoro, S., ... & Furey, N. (2014). The reds and the yellows: a review of Asian Chrysopteron Jentink, 1910 (Chiroptera: Vespertilionidae: Myotis). Journal of Mammalogy, 95(4), 663-678."
Myotis_australis,Myotis_macropus,lumped into M. australis,lump,"Wilson, D. E. & Mittermeier, R. A.Handbook of the Mammals of the World. 9. Bats. Lynx Edicions, Barcelona."
Nemorhaedus_hodgsoni,Naemorhedus_goral,lumped into N. goral,lump,"Mori, E., Nerva, L., & Lovari, S. (2019). Reclassification of the serows and gorals: the end of a neverending story?. Mammal Review, 49(3), 256-262.|Li, G., Sun, N., Swa, K., Zhang, M., Lwin, Y. H., & Quan, R. C. (2020). Phylogenetic reassessment of gorals with new evidence from northern Myanmar reveals five distinct species. Mammal Review, 1-9.|Joshi, B. D., Singh, V. K., Singh, H., Bhattacharjee, S., Singh, A., Singh, S. K., ... & Thakur, M. (2022). Revisiting taxonomic disparities in the genus Naemorhedus: new insights from Indian Himalayan Region. Mammalia."
Napaeozapus_abietorum,Napaeozapus_insignis,lumped into N. insignis,lump,"Malaney, J. L., Demboski, J. R., & Cook, J. A. (2017). Integrative species delimitation of the widespread North American jumping mice (Zapodinae). Molecular Phylogenetics and Evolution, 114, 137-152."
Nasuella_meridensis,Nasuella_olivacea,lumped into N. olivacea,lump,"Ruiz-García, M., Jaramillo, M. F., Cáceres-Martínez, C. H., & Shostell, J. M. (2020). The phylogeographic structure of the mountain coati (Nasuella olivacea; Procyonidae, Carnivora), and its phylogenetic relationships with other coati species (Nasua nasua and Nasua narica) as inferred by mitochondrial DNA. Mammalian Biology, 1-28.|Ruiz-García, M., Jaramillo, M. F., López, J. B., Rivillas, Y., Bello, A., Leguizamon, N., & Shostell, J. M. (2021). Mitochondrial and karyotypic evidence reveals a lack of support for the genus Nasuella (Procyonidae, Carnivora). Journal of Vertebrate Biology, 71(21040), 21040-1."
Neotoma_anthonyi,Neotoma_bryanti,lumped into N. bryanti,lump,"Patton, J. L., Huckaby, D. G., & Álvarez-Castañeda, S. T. (2007). The evolutionary history and a systematic revision on woodrats of the Neotoma lepida group. University of California Publications, Zoology 135."
Neotoma_bunkeri,Neotoma_bryanti,lumped into N. bryanti,lump,"Patton, J. L., Huckaby, D. G., & Álvarez-Castañeda, S. T. (2007). The evolutionary history and a systematic revision on woodrats of the Neotoma lepida group. University of California Publications, Zoology 135."
Neotoma_martinensis,Neotoma_bryanti,lumped into N. bryanti,lump,"Patton, J. L., Huckaby, D. G., & Álvarez-Castañeda, S. T. (2007). The evolutionary history and a systematic revision on woodrats of the Neotoma lepida group. University of California Publications, Zoology 135."
Neotragus_kirchenpaueri,Nesotragus_moschatus,lumped into N. moschatus,lump,"Bärmann, E. V., & Schikora, T. (2014). The polyphyly of Neotragus—Results from genetic and morphometric analyses. Mammalian Biology, 79(4), 283-286."
Neotragus_livingstonianus,Nesotragus_moschatus,lumped into N. moschatus,lump,"Bärmann, E. V., & Schikora, T. (2014). The polyphyly of Neotragus—Results from genetic and morphometric analyses. Mammalian Biology, 79(4), 283-286."
Nycteris_vinsoni,Nycteris_macrotis,lumped into N. macrotis,lump,"Monadjem, A., Taylor, P. J., Cotterill, F. P. D., & Schoeman, M. C. (2010). Bats of southern Africa: a biogeographic and taxonomic synthesis. Johannesburg, South Africa: University of the Witwatersrand.|Wilson D.E. & Mittermeier R.A. 2019. Handbook of the mammals of the world. Vol. 9. Bats. Lynx Edicions, Barcelona.|Demos, T. C., Goodman, S. M., & Patterson, B. D. (2021). The status of Nycteris madagascariensis G. Grandidier, 1937, a reputed endemic of Madagscar. Acta Chiropterologica, 23(1), 21-32.|Monadjem, A., Taylor, P. J., & Schoeman, M. C. (2020). Bats of southern and central Africa: a biogeographic and taxonomic synthesis. Wits University Press."
Neoromicia_flavescens,Nycticeinops_grandidieri,lumped into N. grandidieri,lump,"Thorn, E., Kock, D., & Cuisin, J. (2007). Status of the African bats Vesperugo grandidieri Dobson 1876 and Vesperugo flavescens Seabra 1900 (Chiroptera, Vespertilionidae), with description of a new subgenus. Mammalia, 71(1-2), 70-79.|Monadjem, A., Richards, L. R., Decher, J., Hutterer, R., Mamba, M. L., Guyton, J., Naskrecki, P., Markotter, W., Wipfler, B., Kropff, A. S., & Dalton, D. L (2020) A phylogeny for African Pipistrellus species with the description of a new species from West Africa (Mammalia: Chiroptera). Zoological Journal of the Linneaen Society, zlaa068.|Monadjem, A., T. C. Demos, D. L. Dalton, P. W. Webala, S. Musila, J. C. K. Peterhans and B. D. Patterson (2021). A revision of pipistrelle-like bats (Mammalia: Chiroptera: Vespertilionidae) in East Africa with the description of new genera and species. Zoological Journal of the Linnean Society 191(4): 1114–1146."
Nyctimene_sanctacrucis,Nyctimene_major,lumped into N. major,lump,"Wilson, D. E. & Mittermeier, R. A.Handbook of the Mammals of the World. 9. Bats. Lynx Edicions, Barcelona."
Oligoryzomys_fornesi,Oligoryzomys_flavescens,lumped into O. flavescens,lump,"Hurtado, N., & D'Elía, G. (2019). An assessment of species limits of the South American mouse genus Oligoryzomys (Rodentia, Cricetidae) using unilocus delimitation methods. Zoologica Scripta, 48(5), 557-570.|Agnolin, F. L., Derguy, M. R., Godoy, I. N., & Chimento, N. R. (2019). Mamíferos argentinos: descripción de nuevas especies delas colecciones de Elio Massoia y Julio R. Contreras (Rodentia,Chiroptera, Carnivora). Historia Natural, 9, 107-181.|Teta, P., D'Elía, G., Jayat, J. P., Gonçalves, P. R., Simões, G., do Prado, R., ... & Schiaffini, M. I. (2020). On the distinction and availability of the new taxa proposed by Agnolin et al. 2019. Mastozoología Neotropical, en prensa, Mendoza, 1-17."
Oligoryzomys_occidentalis,Oligoryzomys_flavescens,lumped into O. flavescens,lump,"Hurtado, N., & D'Elía, G. (2019). An assessment of species limits of the South American mouse genus Oligoryzomys (Rodentia, Cricetidae) using unilocus delimitation methods. Zoologica Scripta, 48(5), 557-570.|Agnolin, F. L., Derguy, M. R., Godoy, I. N., & Chimento, N. R. (2019). Mamíferos argentinos: descripción de nuevas especies delas colecciones de Elio Massoia y Julio R. Contreras (Rodentia,Chiroptera, Carnivora). Historia Natural, 9, 107-181.|Teta, P., D'Elía, G., Jayat, J. P., Gonçalves, P. R., Simões, G., do Prado, R., ... & Schiaffini, M. I. (2020). On the distinction and availability of the new taxa proposed by Agnolin et al. 2019. Mastozoología Neotropical, en prensa, Mendoza, 1-17."
Oreotragus_aceratus,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_aureus,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_centralis,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_porteousi,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_saltatrixoides,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_schillingsi,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_somalicus,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_stevensoni,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_transvaalensis,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_tyleri,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
