MDDv1.0_name,MDDv2.0_name,Comments,Category,References
Mazama_tschudii,Passalites_nemorivagus,lumped into P. nemorivagus,lump,"Duarte, J. M. B., González, S., & Maldonado, J. E. (2008). The surprising evolutionary history of South American deer. Molecular Phylogenetics and Evolution, 49(1), 17-22.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Morales-Donoso, J. A., Vacari, G. Q., Bernegossi, A. M., Sandoval, E. D. P., Peres, P. H. F., Galindo, D. J., ... & Duarte, J. M. B. (2023). Revalidation of Passalites Gloger, 1841 for the Amazon brown brocket deer P. nemorivagus (Cuvier, 1817)(Mammalia, Artiodactyla, Cervidae). ZooKeys, 1167, 241.|Sandoval, E. D. P., J?drzejewski, W., Molinari, J., Vozdova, M., Cernohorska, H., Kubickova, S., Bernegossi, A. M., Caparroz, R., & Duarte, J. M. B. (2024). Description of Bisbalus, a new genus for the Gray Brocket, Mazama cita Osgood, 1912 (Mammalia, Cervidae), as a step to solve the Neotropical deer puzzle. Taxonomy, 4, 10-26."
Mazama_whitelyi,Mazama_americana,lumped into M. americana,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Mantellatto, A. M. B., González, S., & Duarte, J. M. B. (2021). Cytochrome b sequence of the Mazama americana jucunda Thomas, 1913 holotype reveals Mazama bororo Duarte, 1996 as its junior synonym. Genetics and Molecular Biology, 45(1), e20210093.|Peres, P. H., Luduvério, D. J., Bernegossi, A. M., Galindo, D. J., Nascimento, G. B., Oliveira, M. L., ... & Duarte, J. M. B. (2021). Revalidation of Mazama rufa (Illiger 1815)(Artiodactyla: Cervidae) as a distinct species out of the complex Mazama americana (Erxleben 1777). Frontiers in genetics, 12, 742870."
Mazama_zamora,Mazama_americana,lumped into M. americana,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Mantellatto, A. M. B., González, S., & Duarte, J. M. B. (2021). Cytochrome b sequence of the Mazama americana jucunda Thomas, 1913 holotype reveals Mazama bororo Duarte, 1996 as its junior synonym. Genetics and Molecular Biology, 45(1), e20210093.|Peres, P. H., Luduvério, D. J., Bernegossi, A. M., Galindo, D. J., Nascimento, G. B., Oliveira, M. L., ... & Duarte, J. M. B. (2021). Revalidation of Mazama rufa (Illiger 1815)(Artiodactyla: Cervidae) as a distinct species out of the complex Mazama americana (Erxleben 1777). Frontiers in genetics, 12, 742870."
Mazama_zetta,Mazama_americana,lumped into M. americana,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Mantellatto, A. M. B., González, S., & Duarte, J. M. B. (2021). Cytochrome b sequence of the Mazama americana jucunda Thomas, 1913 holotype reveals Mazama bororo Duarte, 1996 as its junior synonym. Genetics and Molecular Biology, 45(1), e20210093.|Peres, P. H., Luduvério, D. J., Bernegossi, A. M., Galindo, D. J., Nascimento, G. B., Oliveira, M. L., ... & Duarte, J. M. B. (2021). Revalidation of Mazama rufa (Illiger 1815)(Artiodactyla: Cervidae) as a distinct species out of the complex Mazama americana (Erxleben 1777). Frontiers in genetics, 12, 742870."
Meriones_chengi,Meriones_psammophilus,lumped into M. psammophilus,lump,"Nanova, O. (2014). Geographical variation in the cranial measurements of the midday jird Meriones meridianus (Rodentia: Muridae) and its taxonomic implications. Journal of Zoological Systematics and Evolutionary Research, 52(1), 75-85.|Nanova, O. G., Lebedev, V. S., Matrosova, V. A., Adiya, Y., Undrakhbayar, E., Surov, A. V., & Shenbrot, G. I. (2020). Phylogeography, phylogeny, and taxonomical revision of the Midday jird (Meriones meridianus) species complex from Dzungaria. Journal of Zoological Systematics and Evolutionary Research."
Meriones_dahli,Meriones_meridianus,lumped into M. meridianus,lump,"Nanova, O. G., Lebedev, V. S., Matrosova, V. A., Adiya, Y., Undrakhbayar, E., Surov, A. V., & Shenbrot, G. I. (2020). Phylogeography, phylogeny, and taxonomical revision of the Midday jird (Meriones meridianus) species complex from Dzungaria. Journal of Zoological Systematics and Evolutionary Research.|Bulut, ?., & Karacan, G. O. (2021). Taxonomic status of Dahl’s Jird, Meriones dahli, as inferred from cytochrome b and IRBP gene sequences (Mammalia: Rodentia). Zoology in the Middle East, 1-7."
Mico_manicorensis,Mico_marcai,lumped into M. marcai,lump,"Rylands, A. B., & Mittermeier, R. A. (2009). The diversity of the New World primates (Platyrrhini): an annotated taxonomy. In South American Primates (pp. 23-54). Springer, New York, NY.|Garbino, G. S. T. (2014). The taxonomic status of Mico marcai (Alperin 1993) and Mico manicorensis (van Roosmalen et al. 2000)(Cebidae, Callitrichinae) from southwestern Brazilian Amazonia. International Journal of Primatology, 35(2), 529-546."
Microcebus_mittermeieri,Microcebus_lehilahytsara,lumped into M. lehilahytsara,lump,"Kappeler, P. M., Raoloaraison, R. M., Razafimanantsoa, L., Walter, L. and Roos, C. 2005. Morphology, behaviour and molecular evolution of giant mouse lemurs (Mirza spp.) Gray, 1870, with description of a new species. Primate Report 71: 3–26.|Louis, E., Coles, M., Andriantompohavana, R., Sommer, J., Engberg, S., Zaonarivelo, J., Mayor, M. and Brenneman, R. 2006. Revision of the mouse lemurs (Microcebus) of eastern Madagascar. International Journal of Primatology 27(2): 347 – 389.|Schüßler, D., Blanco, M. B., Salmona, J., Poelstra, J., Andriambeloson, J. B., Miller, A., ... & Louis Jr, E. E. (2020). Ecology and morphology of mouse lemurs (Microcebus spp.) in a hotspot of microendemism in northeastern Madagascar, with the description of a new species. American Journal of Primatology, 82(9), e23180."
Microtus_breweri,Microtus_pennsylvanicus,lumped into M. pennsylvanicus,lump,"Jackson, D. J., & Cook, J. A. (2020). A precarious future for distinctive peripheral populations of meadow voles (Microtus pennsylvanicus). Journal of Mammalogy, 101(1), 36-51."
Microtus_elbeyli,Microtus_dogramacii,lumped into M. dogramacii,lump,"Mahmoudi, A., Darvish, J., & Aliabadian, M. (2015). Taxonomic identity of Microtus qazvinensis Golenishchev et al. 2003 (Rodentia, Arvicolinae) from the northwest of Iran. Mammal Research, 60(1), 71-79.|Thanou, E., Paragamian, K., & Lymberakis, P. (2020). Social but lonely: Species delimitation of social voles and the evolutionary history of the only Microtus species living in Africa. Journal of Zoological Systematics and Evolutionary Research, 58(1), 475-498.|Yi??i?t N., Çolak E., Sözen M. 2016. A new species of voles, Microtus elbeyli sp. nov., from Turkey with taxonomicoverview of social voles distributed in southeastern Anatolia. Turk J Zool. 40:73–79.|Kryštufek, B., & Shenbrot, G. (2022). Voles and Lemmings (Arvicolinae) of the Palaearctic Region. University of Maribor Press, Maribor."
Microtus_hyperboreus,Alexandromys_middendorffii,lumped into A. middendorffii,lump,"Liu, S., Jin, W., Liu, Y., Murphy, R. W., Lv, B., Hao, H., ... & Fu, J. (2016). Taxonomic position of Chinese voles of the tribe Arvicolini and the description of 2 new species from Xizang, China. Journal of Mammalogy, gyw170."
Microtus_lydius,Microtus_hartingi,lumped into M. hartingi,lump,"Kryštufek, B., Bužan, E. V., VohralíK, V., Zareie, R., & Özkan, B. (2009). Mitochondrial cytochrome b sequence yields new insight into the speciation of social voles in south-west Asia. Biological journal of the Linnean Society, 98(1), 121-128.|Thanou, E., Paragamian, K., & Lymberakis, P. (2020). Social but lonely: Species delimitation of social voles and the evolutionary history of the only Microtus species living in Africa. Journal of Zoological Systematics and Evolutionary Research, 58(1), 475-498.|Zorenko, T. A., & Kagainis, U. E. (2021). Discrimination of the two subspecies of Microtus hartingi (Rodentia: Arvicolinae) by shape and linear features of the spermatozoon. Russian Journal of Theriology, 20(2), 143-157."
Microtus_miurus,Microtus_abbreviatus,lumped into M. abbreviatus,lump,"Weksler, M., Lanier, H. C., & Olson, L. E. (2010). Eastern Beringian biogeography: historical and spatial genetic structure of singing voles in Alaska. Journal of biogeography, 37(8), 1414-1431."
Microtus_nasarovi,Microtus_daghestanicus,lumped into M. daghestanicus,lump,"Gerrie, R. & Kennerley, R. 2016. Microtus nasarovi (errata version published in 2017). The IUCN Red List of Threatened Species 2016: e.T13448A115113768. https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T13448A22346643.en. Downloaded on 26 September 2021."
Microtus_qazvinensis,Microtus_dogramacii,lumped into M. dogramacii,lump,"Mahmoudi, A., Darvish, J., & Aliabadian, M. (2015). Taxonomic identity of Microtus qazvinensis Golenishchev et al. 2003 (Rodentia, Arvicolinae) from the northwest of Iran. Mammal Research, 60(1), 71-79.|Thanou, E., Paragamian, K., & Lymberakis, P. (2020). Social but lonely: Species delimitation of social voles and the evolutionary history of the only Microtus species living in Africa. Journal of Zoological Systematics and Evolutionary Research, 58(1), 475-498.|Yi??i?t N., Çolak E., Sözen M. 2016. A new species of voles, Microtus elbeyli sp. nov., from Turkey with taxonomicoverview of social voles distributed in southeastern Anatolia. Turk J Zool. 40:73–79.|Kryštufek, B., & Shenbrot, G. (2022). Voles and Lemmings (Arvicolinae) of the Palaearctic Region. University of Maribor Press, Maribor."
Muntiacus_aureus,Muntiacus_vaginalis,lumped into M. vaginalis,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Martins, R. F., Fickel, J., Le, M., Van Nguyen, T., Nguyen, H. M., Timmins, R., ... & Wilting, A. (2017). Phylogeography of red muntjacs reveals three distinct mitochondrial lineages. BMC evolutionary biology, 17(1), 1-12.|Singh, B., Kumar, A., Uniyal, V. P., & Gupta, S. K. (2021). Phylogeography and population genetic structure of red muntjacs: evidence of enigmatic Himalayan red muntjac from India. BMC Ecology and Evolution, 21, 1-15."
Muntiacus_montanus,Muntiacus_muntjak,lumped into M. muntjak,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Martins, R. F., Fickel, J., Le, M., Van Nguyen, T., Nguyen, H. M., Timmins, R., ... & Wilting, A. (2017). Phylogeography of red muntjacs reveals three distinct mitochondrial lineages. BMC evolutionary biology, 17(1), 1-12.|Singh, B., Kumar, A., Uniyal, V. P., & Gupta, S. K. (2021). Phylogeography and population genetic structure of red muntjacs: evidence of enigmatic Himalayan red muntjac from India. BMC Ecology and Evolution, 21, 1-15."
Muntiacus_nigripes,Muntiacus_vaginalis,lumped into M. vaginalis,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Martins, R. F., Fickel, J., Le, M., Van Nguyen, T., Nguyen, H. M., Timmins, R., ... & Wilting, A. (2017). Phylogeography of red muntjacs reveals three distinct mitochondrial lineages. BMC evolutionary biology, 17(1), 1-12.|Singh, B., Kumar, A., Uniyal, V. P., & Gupta, S. K. (2021). Phylogeography and population genetic structure of red muntjacs: evidence of enigmatic Himalayan red muntjac from India. BMC Ecology and Evolution, 21, 1-15."
Mustela_subpalmata,Mustela_nivalis,lumped into M. nivalis,lump,"Abramov, A. V. (2006). Taxonomic remarks on two poorly known South-east Asian weasels (Mustelidae, Mustela). Small Carnivore Conservation, 34(35), 22-24.|Groves, C. (2007). On some weasels Mustela from eastern Asia. Small Carnivore Conservation 37: 21–25.|Lin, L. K., Motokawa, M., & Harada, M. (2010). A new subspecies of the least weasel Mustela nivalis (Mammalia, Carnivora) from Taiwan. Mammal study, 35(3), 191-200.|Rodrigues, M., Bos, A. R., Hoath, R., Schembri, P. J., Lymberakis, P., Cento, M., ... & Fernandes, C. (2016). Taxonomic status and origin of the Egyptian weasel (Mustela subpalmata) inferred from mitochondrial DNA. Genetica, 144(2), 191-202.|Liu, Y., Pu, Y., Chen, S., Wang, X., Murphy, R. W., Wang, X., ... & Liu, S. (2023). Revalidation and expanded description of Mustela aistoodonnivalis (Mustelidae: Carnivora) based on a multigene phylogeny and morphology. Ecology and Evolution, 13(4), e9944."
Myotis_aelleni,Myotis_chiloensis,lumped into M. chiloensis,lump,"Novaes, R. L. M., Wilson, D. E., Ruedi, M., & Moratelli, R. (2018). The taxonomic status of Myotis aelleni Baud, 1979 (Chiroptera, Vespertilionidae). Zootaxa, 4446(2), 257-264.|Agnolin, F. L., Derguy, M. R., Godoy, I. N., & Chimento, N. R. (2019). Mamíferos argentinos: descripción de nuevas especies delas colecciones de Elio Massoia y Julio R. Contreras (Rodentia,Chiroptera, Carnivora). Historia Natural, 9, 107-181.|Teta, P., D'Elía, G., Jayat, J. P., Gonçalves, P. R., Simões, G., do Prado, R., ... & Schiaffini, M. I. (2020). On the distinction and availability of the new taxa proposed by Agnolin et al. 2019. Mastozoología Neotropical, en prensa, Mendoza, 1-17.|Novaes, R. L. M., Rodríguez-San Pedro, A., Saldarriaga-Córdoba, M. M., Aguilera-Acuña, O., Wilson, D., & Moratelli, R. (2022). Systematic review of Myotis (Chiroptera, Vespertilionidae) from Chile based on molecular, morphological, and bioacoustic data. Zootaxa, 5188(5), 430-452."
Myotis_annamiticus,Myotis_laniger,lumped into M. laniger,lump,"Ruedi, M., Saikia, U., Thabah, A., Görföl, T., Thapa, S., & Csorba, G. (2021). Molecular and morphological revision of small Myotinae from the Himalayas shed new light on the poorly known genus Submyotodon (Chiroptera: Vespertilionidae). Mammalian Biology, 101(4), 465-480.|Csorba, G., & Furey, N. M. (2022). From greener times: a new species of Thick-thumbed Myotis from Phnom Penh, Cambodia. Acta Zoologica Academiae Scientiarum Hungaricae, 68(1), 85-97.|Liu, T., Jia, J., Liu, L., Wang, J., Chen, W., Miao, G., ... & Feng, J. (2023). New Insights into the Taxonomy of Myotis Bats in China Based on Morphology and Multilocus Phylogeny. Diversity, 15(7), 805."
Myotis_badius,Myotis_alticraniatus,lumped into M. alticraniatus,lump,"Ruedi, M., Saikia, U., Thabah, A., Görföl, T., Thapa, S., & Csorba, G. (2021). Molecular and morphological revision of small Myotinae from the Himalayas shed new light on the poorly known genus Submyotodon (Chiroptera: Vespertilionidae). Mammalian Biology, 101(4), 465-480.|Csorba, G., & Furey, N. M. (2022). From greener times: a new species of Thick-thumbed Myotis from Phnom Penh, Cambodia. Acta Zoologica Academiae Scientiarum Hungaricae, 68(1), 85-97.|Liu, T., Jia, J., Liu, L., Wang, J., Chen, W., Miao, G., ... & Feng, J. (2023). New Insights into the Taxonomy of Myotis Bats in China Based on Morphology and Multilocus Phylogeny. Diversity, 15(7), 805."
Myotis_browni,Myotis_muricola,lumped into M. muricola,lump,"Zhang, Z., Tan, X., Sun, K., Liu, S., Xu, L., & Feng, J. (2009). Molecular systematics of the Chinese Myotis (Chiroptera, Vespertilionidae) inferred from cytochrome-b sequences. Mammalia, 73(4), 323-330.|Ruedi, M., Csorba, G., Lin, L. K., & Chou, C. H. (2015). Molecular phylogeny and morphological revision of Myotis bats (Chiroptera: Vespertilionidae) from Taiwan and adjacent China. Zootaxa, 3920(1), 301-342."
Myotis_csorbai,Myotis_longipes,lumped into M. longipes,lump,"Ruedi, M., Saikia, U., Thabah, A., Görföl, T., Thapa, S., & Csorba, G. (2021). Molecular and morphological revision of small Myotinae from the Himalayas shed new light on the poorly known genus Submyotodon (Chiroptera: Vespertilionidae). Mammalian Biology, 101(4), 465-480.|Csorba, G., & Furey, N. M. (2022). From greener times: a new species of Thick-thumbed Myotis from Phnom Penh, Cambodia. Acta Zoologica Academiae Scientiarum Hungaricae, 68(1), 85-97.|Liu, T., Jia, J., Liu, L., Wang, J., Chen, W., Miao, G., ... & Feng, J. (2023). New Insights into the Taxonomy of Myotis Bats in China Based on Morphology and Multilocus Phylogeny. Diversity, 15(7), 805."
Myotis_flavus,Myotis_formosus,lumped into M. formosus,lump,"Jiang, T., Sun, K., Chou, C., Zhang, Z., & Feng, J. (2010). First record of Myotis flavus (Chiroptera: Vespertilionidae) from mainland China and a reassessment of its taxonomic status. Zootaxa, 2414(1), 41-51.|Csorba, G., Chou, C. H., Ruedi, M., Görföl, T., Motokawa, M., Wiantoro, S., ... & Furey, N. (2014). The reds and the yellows: a review of Asian Chrysopteron Jentink, 1910 (Chiroptera: Vespertilionidae: Myotis). Journal of Mammalogy, 95(4), 663-678."
Myotis_melanorhinus,Myotis_ciliolabrum,lumped into M. ciliolabrum,lump,"Ammerman, L. K., Lee, D. N., & Pfau, R. S. (2016). Patterns of genetic divergence among Myotis californicus, M. ciliolabrum, and M. leibii based on amplified fragment length polymorphism. Acta Chiropterologica, 18(2), 336-346."
Myotis_peninsularis,Myotis_velifer,lumped into M. velifer,lump,"Nájera-Cortazar, L. A., Álvarez-Castañeda, S. T., & De Luna, E. (2015). An analysis of Myotis peninsularis (Vespertilionidae) blending morphometric and genetic datasets. Acta Chiropterologica, 17(1), 37-47."
Nasuella_meridensis,Nasua_olivacea,lumped into N. olivacea,lump,"Ruiz-García, M., Jaramillo, M. F., Cáceres-Martínez, C. H., & Shostell, J. M. (2020). The phylogeographic structure of the mountain coati (Nasuella olivacea; Procyonidae, Carnivora), and its phylogenetic relationships with other coati species (Nasua nasua and Nasua narica) as inferred by mitochondrial DNA. Mammalian Biology, 1-28.|Ruiz-García, M., Jaramillo, M. F., López, J. B., Rivillas, Y., Bello, A., Leguizamon, N., & Shostell, J. M. (2021). Mitochondrial and karyotypic evidence reveals a lack of support for the genus Nasuella (Procyonidae, Carnivora). Journal of Vertebrate Biology, 71(21040), 21040-1."
Nemorhaedus_hodgsoni,Naemorhedus_goral,lumped into N. goral,lump,"Mori, E., Nerva, L., & Lovari, S. (2019). Reclassification of the serows and gorals: the end of a neverending story?. Mammal Review, 49(3), 256-262.|Li, G., Sun, N., Swa, K., Zhang, M., Lwin, Y. H., & Quan, R. C. (2020). Phylogenetic reassessment of gorals with new evidence from northern Myanmar reveals five distinct species. Mammal Review, 1-9.|Joshi, B. D., Singh, V. K., Singh, H., Bhattacharjee, S., Singh, A., Singh, S. K., ... & Thakur, M. (2022). Revisiting taxonomic disparities in the genus Naemorhedus: new insights from Indian Himalayan Region. Mammalia."
Neoromicia_flavescens,Nycticeinops_grandidieri,lumped into N. grandidieri,lump,"Thorn, E., Kock, D., & Cuisin, J. (2007). Status of the African bats Vesperugo grandidieri Dobson 1876 and Vesperugo flavescens Seabra 1900 (Chiroptera, Vespertilionidae), with description of a new subgenus. Mammalia, 71(1-2), 70-79.|Monadjem, A., Richards, L. R., Decher, J., Hutterer, R., Mamba, M. L., Guyton, J., Naskrecki, P., Markotter, W., Wipfler, B., Kropff, A. S., & Dalton, D. L (2020) A phylogeny for African Pipistrellus species with the description of a new species from West Africa (Mammalia: Chiroptera). Zoological Journal of the Linneaen Society, zlaa068.|Monadjem, A., T. C. Demos, D. L. Dalton, P. W. Webala, S. Musila, J. C. K. Peterhans and B. D. Patterson (2021). A revision of pipistrelle-like bats (Mammalia: Chiroptera: Vespertilionidae) in East Africa with the description of new genera and species. Zoological Journal of the Linnean Society 191(4): 1114–1146."
Neoromicia_melckorum,Laephotis_capensis,lumped into L. capensis,lump,"Bates, P. J., Ratrimomanarivo, F. H., Harrison, D. L., & Goodman, S. M. (2006). A description of a new species of Pipistrellus (Chiroptera: Vespertilionidae) from Madagascar with a review of related Vespertilioninae from the island. Acta Chiropterologica, 8(2), 299-324.|Goodman, S. M., Taylor, P. J., Ratrimomanarivo, F., & Hoofer, S. (2012). The genus Neoromicia (Family Vespertilionidae) in Madagascar, with the description of a new species. Zootaxa, 3250(1), 1-25.|Goodman, S. M., Kearney, T., Ratsimbazafy, M. M., & Hassanin, A. (2017). Description of a new species of Neoromicia (Chiroptera: Vespertilionidae) from southern Africa: A name for N. cf. melckorum. Zootaxa, 4236(2), 351-374.|Monadjem, A., T. C. Demos, D. L. Dalton, P. W. Webala, S. Musila, J. C. K. Peterhans and B. D. Patterson (2021). A revision of pipistrelle-like bats (Mammalia: Chiroptera: Vespertilionidae) in East Africa with the description of new genera and species. Zoological Journal of the Linnean Society 191(4): 1114–1146."
Neotoma_anthonyi,Neotoma_bryanti,lumped into N. bryanti,lump,"Patton, J. L., Huckaby, D. G., & Álvarez-Castañeda, S. T. (2007). The evolutionary history and a systematic revision on woodrats of the Neotoma lepida group. University of California Publications, Zoology 135."
Neotoma_bunkeri,Neotoma_bryanti,lumped into N. bryanti,lump,"Patton, J. L., Huckaby, D. G., & Álvarez-Castañeda, S. T. (2007). The evolutionary history and a systematic revision on woodrats of the Neotoma lepida group. University of California Publications, Zoology 135."
Neotoma_martinensis,Neotoma_bryanti,lumped into N. bryanti,lump,"Patton, J. L., Huckaby, D. G., & Álvarez-Castañeda, S. T. (2007). The evolutionary history and a systematic revision on woodrats of the Neotoma lepida group. University of California Publications, Zoology 135."
Neotragus_kirchenpaueri,Nesotragus_moschatus,lumped into N. moschatus,lump,"Bärmann, E. V., & Schikora, T. (2014). The polyphyly of Neotragus—Results from genetic and morphometric analyses. Mammalian Biology, 79(4), 283-286."
Neotragus_livingstonianus,Nesotragus_moschatus,lumped into N. moschatus,lump,"Bärmann, E. V., & Schikora, T. (2014). The polyphyly of Neotragus—Results from genetic and morphometric analyses. Mammalian Biology, 79(4), 283-286."
Nycteris_madagascariensis,Nycteris_macrotis,lumped into N. macrotis,lump,"Monadjem, A., Taylor, P. J., Cotterill, F. P. D., & Schoeman, M. C. (2010). Bats of southern Africa: a biogeographic and taxonomic synthesis. Johannesburg, South Africa: University of the Witwatersrand.|Wilson D.E. & Mittermeier R.A. 2019. Handbook of the mammals of the world. Vol. 9. Bats. Lynx Edicions, Barcelona.|Demos, T. C., Goodman, S. M., & Patterson, B. D. (2021). The status of Nycteris madagascariensis G. Grandidier, 1937, a reputed endemic of Madagscar. Acta Chiropterologica, 23(1), 21-32.|Monadjem, A., Taylor, P. J., & Schoeman, M. C. (2020). Bats of southern and central Africa: a biogeographic and taxonomic synthesis. Wits University Press."
Nycteris_vinsoni,Nycteris_macrotis,lumped into N. macrotis,lump,"Monadjem, A., Taylor, P. J., Cotterill, F. P. D., & Schoeman, M. C. (2010). Bats of southern Africa: a biogeographic and taxonomic synthesis. Johannesburg, South Africa: University of the Witwatersrand.|Wilson D.E. & Mittermeier R.A. 2019. Handbook of the mammals of the world. Vol. 9. Bats. Lynx Edicions, Barcelona.|Demos, T. C., Goodman, S. M., & Patterson, B. D. (2021). The status of Nycteris madagascariensis G. Grandidier, 1937, a reputed endemic of Madagscar. Acta Chiropterologica, 23(1), 21-32.|Monadjem, A., Taylor, P. J., & Schoeman, M. C. (2020). Bats of southern and central Africa: a biogeographic and taxonomic synthesis. Wits University Press."
Ochotona_gloveri,Ochotona_erythrotis,lumped into O. erythrotis,lump,"Lissovsky, A. A. (2014). Taxonomic revision of pikas Ochotona (Lagomorpha, Mammalia) at the species level. Mammalia, 78(2), 199-216.|Lissovsky, A. A., Yatsentyuk, S. P., Obolenskaya, E. V., Koju, N. P., & Ge, D. (2022). Diversification in highlands: phylogeny and taxonomy of pikas of the subgenus Conothoa (Lagomorpha, Ochotonidae). Zoologica Scripta, 51(3), 267-287."
Oligoryzomys_fornesi,Oligoryzomys_flavescens,lumped into O. flavescens,lump,"Hurtado, N., & D'Elía, G. (2019). An assessment of species limits of the South American mouse genus Oligoryzomys (Rodentia, Cricetidae) using unilocus delimitation methods. Zoologica Scripta, 48(5), 557-570.|Agnolin, F. L., Derguy, M. R., Godoy, I. N., & Chimento, N. R. (2019). Mamíferos argentinos: descripción de nuevas especies delas colecciones de Elio Massoia y Julio R. Contreras (Rodentia,Chiroptera, Carnivora). Historia Natural, 9, 107-181.|Teta, P., D'Elía, G., Jayat, J. P., Gonçalves, P. R., Simões, G., do Prado, R., ... & Schiaffini, M. I. (2020). On the distinction and availability of the new taxa proposed by Agnolin et al. 2019. Mastozoología Neotropical, en prensa, Mendoza, 1-17."
Oreotragus_aceratus,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_aureus,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_centralis,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_porteousi,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_saltatrixoides,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_schillingsi,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_somalicus,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_stevensoni,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_transvaalensis,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oreotragus_tyleri,Oreotragus_oreotragus,lumped into O. oreotragus,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oryx_callotis,Oryx_beisa,lumped into O. beisa,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oryx_gallarum,Oryx_beisa,lumped into O. beisa,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Otospermophilus_atricapillus,Otospermophilus_beecheyi,lumped into O. beecheyi,lump,"Helgen, K. M., Cole, F. R., Helgen, L. E., & Wilson, D. E. (2009). Generic Revision in the Holarctic Ground Squirrel Genus Spermophilus. Journal of Mammalogy, 90(2), 270-305. http://doi.org/10.1644/07-MAMM-A-309.1|Phuong, M. A., Lim, M. C., Wait, D. R., Rowe, K. C., & Moritz, C. (2014). Delimiting species in the genus Otospermophilus (Rodentia: Sciuridae), using genetics, ecology, and morphology. Biological Journal of the Linnean Society, 113(4), 1136-1151.|Phuong, M. A., Bi, K., & Moritz, C. (2017). Range instability leads to cytonuclear discordance in a morphologically cryptic ground squirrel species complex. Molecular ecology, 26(18), 4743-4755."
Ourebia_hastata,Ourebia_ourebi,lumped into O. ourebi,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ourebia_montana,Ourebia_ourebi,lumped into O. ourebi,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ourebia_quadriscopa,Ourebia_ourebi,lumped into O. ourebi,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_arabica,Ovis_vignei,lumped into O. vignei,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
